180	65	0.535101	2.08333
1273	205	0.380461	1.03846
172	79	0.34615	1.38889
980	163	0.463277	1.67742
65	38	0.565374	2.33333
133	49	0.695743	1.07143
102	48	0.556042	2.96429
94	47	0.534468	3.22222
97	44	0.629297	1.5
67	37	0.614697	1.625
85	44	0.551446	1.95041
71	43	0.482293	3.25
739	168	0.328863	1.625
751	160	0.368459	1.7
358	123	0.297209	7
801	162	0.383347	1.7
755	168	0.335984	1.67742
281	93	0.408066	2.1875
99	50	0.497376	2.19608
193	91	0.292728	3.9
329	82	0.614551	1.27397
229	78	0.472755	1.85762
246	81	0.470928	1.98734
328	101	0.403851	2.05556
174	86	0.295489	3.6
96	41	0.717287	1.55556
125	52	0.580621	1.9
99	49	0.517884	3.33333
171	58	0.638454	1.53846
117	57	0.452299	3.41463
112	57	0.43297	3.51426
127	66	0.366189	2.7931
139	54	0.598711	2.1
99	47	0.562897	2.57143
103	48	0.561493	2
767	177	0.307495	1.36842
775	164	0.361913	1.625
783	159	0.39007	1.67742
806	166	0.367374	1.37838
1012	174	0.419828	1.36842
800	183	0.300039	1.26829
892	167	0.401718	1.48571
822	164	0.383861	1.41667
927	165	0.427663	1.44444
594	131	0.434744	3.71429
603	130	0.448147	3.64286
693	144	0.419757	2.21739
609	133	0.432418	3.1875
691	132	0.498104	2.83333
658	134	0.460263	2.68421
177	74	0.405975	2.52632
1610	229	0.385607	1.23077
25	35	0.256327	4.63636
16	23	0.379887	3.28571
1827	231	0.430035	1.2549
158	69	0.41682	3.5
1767	232	0.412335	1.31373
45	57	0.173961	3.14286
35	36	0.339198	2.85
9	20	0.2826	4.33333
1	4	0.785	3
27	36	0.261667	4.6
10	22	0.259504	4.81818
5	15	0.279111	4
29	36	0.281049	4.18519
12	18	0.465185	3.16667
8	18	0.310123	3.6
896	242	0.192162	1.17308
976	245	0.204224	1.17308
68	65	0.202149	2.98324
98	48	0.534236	1.79412
620	134	0.433682	4
1076	220	0.279226	1.15385
894	228	0.216002	1.17647
9	14	0.576735	1
1052	240	0.229394	1.19231
36	44	0.233554	3.7561
683	144	0.4137	2.125
44	40	0.3454	3.02439
11	26	0.204379	2.3556
424	108	0.456571	2.22222
66	46	0.391758	1.89744
628	132	0.452691	3.46667
89	43	0.604565	1.27273
578	131	0.423034	4
33	58	0.12321	4.73016
723	152	0.393044	1.92593
774	171	0.332459	1.54545
885	157	0.450955	1.64516
758	159	0.376586	1.64516
885	151	0.487505	1.64516
903	161	0.437548	1.625
664	168	0.295488	1.59375
835	168	0.371584	1.52941
812	167	0.36569	1.48571
1694	420	0.120616	2.28302
21	32	0.257578	5
1688	349	0.174065	2.13208
11	25	0.221056	4.28462
2472	395	0.198996	2.18868
1711	297	0.243628	1.64131
717	152	0.389782	1.85714
1	5	0.5024	2
2805	400	0.220193	2.28302
82	60	0.286089	5.4
1564	339	0.170933	2.07692
43	48	0.23441	5.5
1376	323	0.165654	2.05769
68	52	0.315858	4.4
1840	365	0.173469	2.28846
2936	418	0.211054	2.34615
1337	298	0.189099	1.64151
1275	325	0.151612	1.68627
1146	338	0.125991	1.67308
950	317	0.118739	1.70588
1225	278	0.199084	1.63462
1221	271	0.208817	1.58824
359	146	0.211533	1.91941
185	116	0.172681	2.51592
579	179	0.226967	3.84773
741	188	0.263325	3.2741
6	12	0.523333	2.5
1011	195	0.333942	3.24
640	242	0.137258	2.36684
708	250	0.14228	2.25241
546	216	0.146986	3.10029
462	161	0.223862	4.85714
396	98	0.517884	1.44
58	33	0.668944	1.71429
187	88	0.303295	3.45923
55	36	0.533025	2.11111
2	11	0.207603	6
626	144	0.379174	1.88462
1	4	0.785	1
4	15	0.223289	5
641	142	0.39927	1.84615
1108	263	0.201195	1.62
794	265	0.14201	1.65306
785	172	0.333275	1.35135
861	166	0.392443	1.2973
1047	166	0.477222	1.28947
3	16	0.147188	6
632	148	0.362396	1.68966
